iter	Logloss
117	0.6215562474
118	0.6214833973
119	0.6213862127
120	0.62124961
121	0.6211465507
122	0.6209557841
123	0.6208356952
124	0.620727222
125	0.6206059227
126	0.6204854682
127	0.6203821063
128	0.6202740501
129	0.6201859258
130	0.6200990156
131	0.6200151215
132	0.6198204212
133	0.6197527732
134	0.6196734831
135	0.6195659334
136	0.6194451421
137	0.6193059478
138	0.6192214559
139	0.6190971881
140	0.6189613362
141	0.618876351
142	0.6187620863
143	0.6186611785
144	0.6184464648
145	0.6184028699
146	0.6182620936
147	0.6181598933
148	0.6180458838
149	0.6179552028
150	0.6178580944
151	0.6177531405
152	0.6176490838
153	0.6175714892
154	0.6175067387
155	0.6174025305
156	0.6173268397
157	0.6172653848
158	0.6171773337
159	0.6170552002
160	0.6170022858
161	0.6168500231
162	0.6167534268
163	0.6166543573
164	0.6165602685
165	0.6164127602
166	0.6163475473
167	0.6162543498
168	0.6161623005
169	0.6160351051
170	0.6159197713
171	0.6158536571
172	0.6157365506
173	0.6156758963
174	0.6156082469
175	0.6154837833
176	0.6153945079
177	0.6153455643
178	0.6151042446
179	0.6149980466
180	0.614862467
181	0.614760057
182	0.6146249203
183	0.6145597945
184	0.6145237611
185	0.6144420358
186	0.6143927606
187	0.6143314621
188	0.6142088416
189	0.61416881
190	0.614125741
191	0.6140902246
192	0.6140068206
193	0.6138943095
194	0.6138254894
195	0.613713344
196	0.6136447551
197	0.6135718182
198	0.6134082926
199	0.6132722041
200	0.6131969386
201	0.6131487642
202	0.6130869091
203	0.6130298871
204	0.6129433639
205	0.6129065517
206	0.6128018375
207	0.6127503931
208	0.6126950473
209	0.6126469529
210	0.6126021952
211	0.6125486808
212	0.6124490241
213	0.6123801501
214	0.6123136599
215	0.6122703892
216	0.6122288338
217	0.6121689611
218	0.6121164537
219	0.6120432279
220	0.6119312189
221	0.6118282122
222	0.6117309429
223	0.6116571115
224	0.6115459767
225	0.6115122772
226	0.6114404663
227	0.6112953875
228	0.6112518591
229	0.6111964439
230	0.6111273197
231	0.6110807218
232	0.6110091421
233	0.6109621506
234	0.6109099645
235	0.6108332224
236	0.610764344
237	0.61065074
238	0.610586985
239	0.6105564072
240	0.6104260489
241	0.6103897599
242	0.6103423694
243	0.6103132076
244	0.6101797144
245	0.6101096866
246	0.6100412595
247	0.609849423
248	0.6097766456
249	0.6097202948
250	0.6096733485
251	0.6095696226
252	0.6094857434
253	0.609456468
254	0.6093953745
255	0.6093106574
256	0.6091902505
257	0.6091148959
258	0.6090225893
259	0.6089809
260	0.608944393
261	0.608879901
262	0.6088269501
263	0.6086999579
264	0.6086603354
265	0.6085797688
266	0.6084944572
267	0.6084258952
268	0.6083971211
269	0.6083511485
270	0.6082313081
271	0.6081145109
272	0.6080491231
273	0.607984352
274	0.6078752945
275	0.6077205077
276	0.607634525
277	0.6074975425
278	0.6074443302
279	0.6074109092
280	0.6073769363
281	0.6073427498
282	0.607232362
283	0.6071210644
284	0.6070757155
285	0.6070357944
286	0.6069948766
287	0.6069457392
288	0.6069123467
289	0.6068892204
290	0.606845598
291	0.6067687362
292	0.6067030654
293	0.6066307366
294	0.6065781321
295	0.6065392399
296	0.6065062957
297	0.6064354375
298	0.6062897568
299	0.6062235794
300	0.6061576288
301	0.6061211921
302	0.6060824044
303	0.6059990269
304	0.6059263421
305	0.6058836162
306	0.605768179
307	0.6057125237
308	0.6056108679
309	0.6055079924
310	0.6053880035
311	0.6053514587
312	0.6052498588
313	0.6051650499
314	0.6051088646
315	0.6050576939
316	0.6049925463
317	0.6049258078
318	0.6047176488
319	0.6046614831
320	0.6046052361
321	0.6045594352
322	0.6045152993
323	0.604408202
324	0.6043770901
325	0.6043146904
326	0.604267146
327	0.604132269
328	0.6040949363
329	0.6040238282
330	0.6039502409
331	0.6038836111
332	0.6038398899
333	0.6038009689
334	0.6037241601
335	0.6036776502
336	0.6036244373
337	0.6035921302
338	0.6035478045
339	0.6035135092
340	0.6034646022
341	0.6033845704
342	0.603270108
343	0.6031846875
344	0.6031344671
345	0.6030940327
346	0.6030453007
347	0.6029967539
348	0.6029698759
349	0.6029448287
350	0.6028597666
351	0.6027457669
352	0.6026593582
353	0.6026375437
354	0.6025952809
355	0.6025151126
356	0.6024950432
357	0.6024615278
358	0.6024166916
359	0.6023313751
360	0.6022200016
361	0.6021905667
362	0.6021196692
363	0.6020789928
364	0.6020397672
365	0.6020083259
366	0.6019629699
367	0.6019428609
368	0.6019061526
369	0.6018787764
370	0.6018263527
371	0.6018085638
372	0.601763123
373	0.6017034126
374	0.6016616042
375	0.6015895606
376	0.6015294739
377	0.60148143
378	0.6014249742
379	0.6013829519
380	0.6012865648
381	0.6011651435
382	0.6011217582
383	0.6009805327
384	0.6009098996
385	0.6008182816
386	0.6007539914
387	0.6007200128
388	0.6006885767
389	0.6006068767
390	0.6005447722
391	0.6004966111
392	0.6004117712
393	0.6003430183
394	0.6002803742
395	0.6002187728
396	0.600170856
397	0.6001424795
398	0.6000783781
399	0.5999844992
400	0.5998774052
401	0.5998336151
402	0.5998073776
403	0.5997482033
404	0.599662669
405	0.5996099792
406	0.5995718764
407	0.5995106449
408	0.5994624564
409	0.5994102307
410	0.599361624
411	0.5993362553
412	0.5992605768
413	0.5991728229
414	0.5990777497
415	0.5990229338
416	0.5989873317
417	0.5989417421
418	0.5988684481
419	0.5986988636
420	0.5986593409
421	0.5986225266
422	0.598543323
423	0.5984919096
424	0.598444575
425	0.5983106517
426	0.5982645204
427	0.5982373569
428	0.5982019884
429	0.598160598
430	0.598078173
431	0.5980542554
432	0.5980223579
433	0.5979813561
434	0.5979583356
435	0.5979262504
436	0.5978654714
437	0.5978151839
438	0.5977841376
439	0.5977446274
440	0.5976923984
441	0.5975849901
442	0.5975567634
443	0.5975049391
444	0.5974686906
445	0.5974408938
446	0.5973750275
447	0.597333922
448	0.5972589439
449	0.5972180449
450	0.5971488241
451	0.5970919119
452	0.5970309891
453	0.5969075035
454	0.5968807033
455	0.5968517642
456	0.5967006154
457	0.5966241361
458	0.5965436861
459	0.5965137651
460	0.596462149
461	0.5963829947
462	0.5963271553
463	0.5962434953
464	0.5961981215
465	0.5961648299
466	0.5961392834
467	0.596097338
468	0.5960088048
469	0.5959784001
470	0.5959087417
471	0.5958466303
472	0.5957972966
473	0.5957511456
474	0.5956700875
475	0.5956295118
476	0.5955587799
477	0.595454785
478	0.5953828233
479	0.5952728106
480	0.5952103974
481	0.5950806961
482	0.5950359193
483	0.5949714643
484	0.5949499981
485	0.5948883041
486	0.5947923923
487	0.5947268205
488	0.5946916218
489	0.5945686764
490	0.5945061256
491	0.5944444089
492	0.594387746
493	0.5943576749
494	0.5942808594
495	0.5942084294
496	0.59414131
497	0.5940822348
498	0.5940333911
499	0.5939877988
500	0.593871255
501	0.5937775413
502	0.5936792633
503	0.5936216575
504	0.5934621148
505	0.5933319236
506	0.5932547063
507	0.5931929783
508	0.5930543547
509	0.5929620039
510	0.5929418788
511	0.5928976236
512	0.5928286976
513	0.5927570062
514	0.5927163017
515	0.5926548752
516	0.5925837587
517	0.5925078929
518	0.5924635111
519	0.5923957273
520	0.5923170543
521	0.5922344629
522	0.5921495663
523	0.5920791746
524	0.5920406463
525	0.5919801336
526	0.5919140309
527	0.5918392112
528	0.5917622871
529	0.5917255184
530	0.5916835765
531	0.5916291242
532	0.5915693241
533	0.5914891029
534	0.5914310218
535	0.5913670944
536	0.5913078858
537	0.5912152529
538	0.5911405067
539	0.59109504
540	0.5910455122
541	0.5909789235
542	0.5908163453
543	0.5907575323
544	0.5907129353
545	0.5906430673
546	0.5905410325
547	0.5904216853
548	0.5903823266
549	0.5902730182
550	0.5901951457
551	0.5901487653
552	0.5900676938
553	0.5899888698
554	0.5898723256
555	0.5898066508
556	0.5897623699
557	0.5897030042
558	0.589661721
559	0.5896065091
560	0.5895768621
561	0.5895273443
562	0.5894819556
563	0.5894215341
564	0.5892931791
565	0.5892733236
566	0.5891794862
567	0.5891406048
568	0.589108283
569	0.5890877769
570	0.5890251553
571	0.5889649188
572	0.5889361291
573	0.5888837305
574	0.5888580452
575	0.5888172095
576	0.5887633263
577	0.5887324931
578	0.5886282697
579	0.5885769403
580	0.5884653345
581	0.5884283689
582	0.5883894073
583	0.5883601389
584	0.5883399342
585	0.5883079664
586	0.5882382617
587	0.5881763474
588	0.5881014775
589	0.5880778995
590	0.5880160232
591	0.5879555771
592	0.5879081179
593	0.5878446089
594	0.5877718876
595	0.5877411339
596	0.587694826
597	0.5876582659
598	0.5876071037
599	0.5875897388
600	0.5875774041
601	0.5875611973
602	0.5875223152
603	0.5874805004
604	0.5873608562
605	0.5872412022
606	0.5871505873
607	0.5870610849
608	0.586972071
609	0.586920975
610	0.5868684315
611	0.5868213172
612	0.5867517437
613	0.5867220814
614	0.5866306081
615	0.5865637859
616	0.5864684542
617	0.586446687
618	0.5863966211
619	0.5863464311
620	0.5862995699
621	0.5862681435
622	0.5861743855
623	0.5861108456
624	0.5860475318
625	0.5859896239
626	0.585870186
627	0.5857889414
628	0.5857724823
629	0.5856812397
630	0.5856287484
631	0.5855786097
632	0.5855588998
633	0.5854966548
634	0.5854423291
635	0.5853620462
636	0.5852944471
637	0.5852581151
638	0.5851992097
639	0.5851583258
640	0.5851384695
641	0.5850524426
642	0.5850033439
643	0.5849745142
644	0.5849512559
645	0.5849151996
646	0.5848727725
647	0.5848088815
648	0.5847483165
649	0.5847024736
650	0.5846775893
651	0.5845840238
652	0.5845266843
653	0.5844872018
654	0.5844521796
655	0.5844189402
656	0.5843449281
657	0.5843110189
658	0.5841683024
659	0.5841404611
660	0.5840775878
661	0.5840148378
662	0.5839741608
663	0.5839262734
664	0.5838841607
665	0.5837968385
666	0.5837455094
667	0.5837016515
668	0.5836530476
669	0.583610238
670	0.583532764
671	0.5834579955
672	0.5834075013
673	0.5833566916
674	0.5833115932
675	0.5832752152
676	0.5832119694
677	0.583172906
678	0.5831320553
679	0.5830832384
680	0.583048041
681	0.5829994601
682	0.582957576
683	0.5829470561
684	0.5829039914
685	0.5827918769
686	0.5827786782
687	0.5827247334
688	0.5826785509
689	0.5826687396
690	0.5826553472
691	0.5825963039
692	0.5825099645
693	0.5824540408
694	0.5824214154
695	0.582375544
696	0.5823063766
697	0.5822227565
698	0.5821878278
699	0.582166788
700	0.5821052994
701	0.5820756032
702	0.5820449536
703	0.5820004207
704	0.5819702371
705	0.5818947625
706	0.5818767658
707	0.5818063001
708	0.5817564377
709	0.5816736161
710	0.5816539154
711	0.5815919138
712	0.5815488116
713	0.5814565772
714	0.5814135676
715	0.5813786492
716	0.5813342182
717	0.5813250955
718	0.5812972246
719	0.581254826
720	0.581188642
721	0.5811075468
722	0.581033945
723	0.5809835084
724	0.5809414652
725	0.5808778044
726	0.580845318
727	0.580820884
728	0.5807645948
729	0.5806731926
730	0.5805610505
731	0.580514353
732	0.5804823
733	0.5804592446
734	0.58043453
735	0.5803792553
736	0.5803445032
737	0.5803374868
738	0.5803037267
739	0.5802575072
740	0.5802201123
741	0.5800843115
742	0.5800360383
743	0.5800253631
744	0.5799893827
745	0.5798971337
746	0.5798261067
747	0.5797778055
748	0.5796924243
749	0.5796552452
750	0.579625031
751	0.5795777481
752	0.5795648795
753	0.5794971617
754	0.5794611489
755	0.5794021799
756	0.5793505183
757	0.5793438221
758	0.579304754
759	0.5792697216
760	0.5792249183
761	0.579192647
762	0.5791239418
763	0.5790592744
764	0.578947293
765	0.578909769
766	0.5788936975
767	0.5788037877
768	0.5787485
769	0.5787031178
770	0.578681048
771	0.5786407287
772	0.5786274904
773	0.5785824984
774	0.5785393222
775	0.5785326744
776	0.5784850064
777	0.5784197492
778	0.578312806
779	0.5782588961
780	0.5781813104
781	0.5781585434
782	0.5781065438
783	0.5780502695
784	0.5780387016
785	0.5779891967
786	0.5779538113
787	0.5778875764
788	0.5778608039
789	0.577772745
790	0.5776999226
791	0.5776485313
792	0.5775982656
793	0.5775651709
794	0.5775514671
795	0.5774800443
796	0.5773946087
797	0.5773458032
798	0.577305958
799	0.5772791552
800	0.577241902
801	0.5771772519
802	0.5771539689
803	0.5770683669
804	0.5770609526
805	0.5770143509
806	0.5770079361
807	0.5769805401
808	0.5769683511
809	0.5769204106
810	0.5768545679
811	0.5768133617
812	0.576777539
813	0.5767330256
814	0.5766869965
815	0.5766501088
816	0.5766306704
817	0.5766206258
818	0.5765589848
819	0.576538606
820	0.5765167417
821	0.5764877544
822	0.5764399011
823	0.5763991868
824	0.5763935096
825	0.5763377813
826	0.5763238938
827	0.5763181389
828	0.5762318497
829	0.5761573129
830	0.5761309761
831	0.5761128457
832	0.5760956894
833	0.576037857
834	0.5759482419
835	0.5759414875
836	0.5759174015
837	0.5758867397
838	0.5758489179
839	0.5757837077
840	0.5757268763
841	0.5756657738
842	0.5756466956
843	0.57561513
844	0.5755702517
845	0.575512181
846	0.575472965
847	0.5754390234
848	0.5754097017
849	0.5753160492
850	0.5752716327
851	0.575245845
852	0.5752182188
853	0.5751625541
854	0.575132698
855	0.5750819836
856	0.5750405825
857	0.5749824544
858	0.5749576887
859	0.5748822738
860	0.5748189464
861	0.5747729723
862	0.5747060568
863	0.5746679769
864	0.5746024612
865	0.5745515004
866	0.5744844535
867	0.5744532823
868	0.5744357952
869	0.5744114595
870	0.5743746432
871	0.574350515
872	0.5742902432
873	0.5742054026
874	0.5741526864
875	0.5741059458
876	0.5740666513
877	0.5740407776
878	0.5740016972
879	0.5739715597
880	0.5739199426
881	0.5739075787
882	0.5738520102
883	0.5738278182
884	0.5737878155
885	0.5737274341
886	0.5736269862
887	0.5735922952
888	0.5735655296
889	0.5735093538
890	0.5734475631
891	0.5733618675
892	0.57330864
893	0.57322624
894	0.5731816773
895	0.5731617866
896	0.573091617
897	0.5730575076
898	0.5730018749
899	0.5729832689
900	0.5729397627
901	0.5728910667
902	0.5728673353
903	0.5728497303
904	0.5727967566
905	0.5727311124
906	0.5727125672
907	0.572692029
908	0.5726667059
909	0.5726158537
910	0.5726043538
911	0.5725393517
912	0.5725337424
913	0.5724429706
914	0.5724048794
915	0.5723655779
916	0.5723155327
917	0.5722465198
918	0.5722073211
919	0.5721692112
920	0.5721347607
921	0.5720801173
922	0.5720417022
923	0.5720097701
924	0.5719940907
925	0.5719599998
926	0.5719205
927	0.5719001726
928	0.5717710997
929	0.571740499
930	0.5716938339
931	0.5716487538
932	0.5716276552
933	0.5716011948
934	0.5715624107
935	0.5714570012
936	0.5714386381
937	0.5714170359
938	0.571410194
939	0.5713735472
940	0.571316202
941	0.5712585952
942	0.571239778
943	0.5712312283
944	0.5712219117
945	0.57117037
946	0.5710928441
947	0.5710872931
948	0.5709933171
949	0.5709660955
950	0.5709061757
951	0.5708878745
952	0.5708304833
953	0.5708216715
954	0.5707821725
955	0.5707294158
956	0.5707066683
957	0.5706562456
958	0.5706040844
959	0.5705771979
960	0.5705492081
961	0.5704644218
962	0.5703991792
963	0.5703764181
964	0.5703703624
965	0.570326838
966	0.5702776872
967	0.570252266
968	0.5701773714
969	0.5701607572
970	0.5700448234
971	0.5700155649
972	0.569936418
973	0.5698794045
974	0.5698448753
975	0.5697902568
976	0.5697404651
977	0.5697058662
978	0.5696728236
979	0.5696533752
980	0.5696170858
981	0.5695464015
982	0.5695359667
983	0.5694821611
984	0.5694739314
985	0.5694175218
986	0.5693340329
987	0.5693074908
988	0.5692523248
989	0.5692278702
990	0.5691859429
991	0.5691609418
992	0.5691529267
993	0.5691022545
994	0.5690837285
995	0.5690774011
996	0.5690290092
997	0.5689906431
998	0.5689306746
999	0.5689017959
